Index,Sales
817,6036
818,4748
819,747
820,1034
821,5331
822,7449
823,4183
824,6654
825,5305
826,487
827,5877
828,7988
829,6042
830,5398
831,7009
832,182
833,6935
834,582
835,7740
836,257
837,1066
838,7675
839,7771
840,8114
841,4488
842,1619
843,7906
844,4418
845,5905
846,4795
847,4536
848,4557
849,5293
850,703
851,6871
852,5101
853,6909
854,6154
855,518
856,8354
857,7604
858,5270
859,4658
860,4767
861,7984
862,6311
863,4322
864,4831
865,6427
866,278
867,6059
868,444
869,4701
870,6033
871,6412
872,4553
873,7889
874,5165
875,5899
876,7279
877,5705
878,961
879,6661
880,6071
881,4674
882,4752
883,7649
884,7305
885,6688
886,6858
887,823
888,5028
889,4966
890,7632
891,6284
892,6378
893,8041
894,6383
895,5515
896,6255
897,7503
898,5218
899,7154
900,4749
901,230
902,4706
903,5042
904,705
905,5198
906,6597
907,5914
908,0
909,7519
910,5414
911,8836
912,7707
913,534
914,8019
915,5319
916,7435
917,7149
918,6753
919,6380
920,2346
921,5941
922,6796
923,4279
924,7370
925,8389
926,8141
927,8168
928,902
929,6565
930,7100
931,4961
932,423
933,8484
934,4579
935,6010
936,4610
937,4370
938,5568
939,6508
940,8480
941,7398
942,4767
943,917
944,5571
945,4461
946,7428
947,4722
948,5507
949,8259
950,6763
951,348
952,5784
953,5336
954,305
955,8242
956,7805
957,7777
958,7623
959,4349
960,7933
961,5672
962,8110
963,609
964,6639
965,4365
966,8466
967,4231
968,5336
969,7241
970,4797
971,6076
972,4845
973,353
974,6138
975,8317
976,5640
977,4953
978,7493
979,6658
980,6990
981,321
982,6501
983,6247
984,491
985,6063
986,91
987,4563
988,7031
989,6522
990,1078
991,5444
992,5302
993,5544
994,5201
995,7262
996,5159
997,2784
998,7401
999,7058
1000,5937
1001,7872
1002,7337
1003,7253
1004,7360
1005,4445
1006,7244
1007,0
1008,4932
1009,4631
1010,657
1011,4923
1012,273
1013,6075
1014,8147
1015,134
1016,4949
1017,7611
1018,561
1019,5137
1020,4509
1021,7004
1022,8002
1023,5122
1024,369
1025,7133
1026,6625
1027,5768
1028,5701
1029,1019
1030,5131
1031,7730
1032,417
1033,6874
1034,757
1035,6433
1036,4493
1037,6275
1038,7123
1039,4627
1040,6524
1041,5885
1042,7166
1043,5044
1044,470
1045,5663
1046,8045
1047,6269
1048,4397
1049,7968
1050,5689
1051,8100
1052,7863
1053,6429
1054,6892
1055,6784
1056,8175
1057,6967
1058,5174
1059,6750
1060,566
1061,8850
1062,2656
1063,7173
1064,7981
1065,7768
1066,5706
1067,953
1068,605
1069,4413
1070,7744
1071,209
1072,4583
1073,4136
1074,7228
1075,5529
1076,396
1077,4274
1078,7536
1079,6995
1080,5535
1081,7614
1082,630
1083,4906
1084,5693
1085,4749
1086,8077
1087,7798
1088,6288
1089,43
1090,6779
1091,5492
1092,7598
1093,8096
1094,7028
1095,6264
1096,5455
1097,801
1098,306
1099,466
1100,4919
1101,8734
1102,4281
1103,6667
1104,7037
1105,6131
1106,7961
1107,4651
1108,4254
1109,157
1110,5413
1111,5376
1112,7747
1113,7651
1114,7956
1115,8272
1116,4302
1117,4833
1118,327
1119,5917
1120,4742
1121,5825
1122,7285
1123,5282
1124,5058
1125,4440
1126,4590
1127,162
1128,5547
1129,445
1130,18
1131,7128
1132,6153
1133,587
1134,4912
1135,7624
1136,4345
1137,7125
1138,7865
1139,8368
1140,0
1141,4019
1142,4837
1143,6022
1144,4542
1145,4163
1146,5666
1147,5686
1148,4681
1149,4928
1150,7790
1151,418
1152,6385
1153,541
1154,7403
1155,8364
1156,2127
1157,7254
1158,5219
1159,114
1160,6912
1161,4372
1162,5428
1163,4249
1164,7498
1165,7507
1166,7852
1167,7903
1168,7482
1169,5572
1170,5761
1171,8617
1172,6758
1173,4946
1174,7817
1175,7886
1176,589
1177,7872
1178,7137
1179,514
1180,4715
1181,4420
1182,189
1183,8247
1184,7312
1185,786
1186,370
1187,5154
1188,232
1189,5451
1190,6637
1191,6538
1192,6647
1193,8126
1194,5085
1195,6874
1196,6680
1197,5296
1198,5652
1199,7756
1200,6195
1201,205
1202,5391
1203,4807
1204,6893
1205,4067
1206,7244
1207,6888
1208,6449
1209,7929
1210,280
1211,7282
1212,837
1213,5177
1214,4515
1215,4158
1216,4494
1217,7050
1218,4463
1219,4576
1220,6793
1221,5289
1222,66
1223,8238
1224,5112
1225,6168
1226,4926
1227,5668
1228,7163
1229,7614
1230,93
1231,8143
1232,2668
1233,4510
1234,6572
1235,5021
1236,6542
1237,6755
1238,5947
1239,6399
1240,7994
1241,4633
1242,7333
1243,5102
1244,6851
1245,950
1246,7033
1247,8134
1248,7221
1249,6663
1250,845
1251,7925
1252,5577
1253,5942
1254,6267
1255,7559
1256,4849
1257,6509
1258,7533
1259,4297
1260,6954
1261,4985
1262,7586
1263,4636
1264,7420
1265,7146
1266,4633
1267,903
1268,4393
1269,5590
1270,8201
1271,4115
1272,4585
1273,375
1274,7377
1275,402
1276,8025
1277,707
1278,5959
1279,4206
1280,5659
1281,6915
1282,6056
1283,5821
1284,7591
1285,7655
1286,301
1287,7112
1288,6942
1289,5783
1290,7764
1291,5960
1292,253
1293,0
1294,488
1295,5006
1296,6038
1297,7386
1298,6408
1299,5524
1300,6545
1301,6819
1302,7007
1303,7984
1304,4606
1305,5043
1306,4437
1307,4558
1308,6029
1309,5298
1310,6312
1311,6172
1312,4376
1313,7258
1314,5894
1315,6310
1316,6634
1317,493
1318,5589
1319,7516
1320,23
1321,4729
1322,236
1323,141
1324,7488
1325,6742
1326,5220
1327,5015
1328,0
1329,5189
1330,6036
1331,6317
1332,4233
1333,962
1334,4446
1335,5081
1336,5798
1337,7877
1338,354
1339,5955
1340,7189
1341,4651
1342,7868
1343,7016
1344,7495
1345,4467
1346,8052
1347,4329
1348,7682
1349,7773
1350,7216
1351,5482
1352,4789
1353,7998
1354,6523
1355,5316
1356,5328
1357,641
1358,450
1359,6406
1360,6776
1361,6392
1362,5203
1363,1503
1364,6481
1365,6879
1366,7628
1367,6984
1368,499
1369,4591
1370,9049
1371,7095
1372,6462
1373,4809
1374,8662
1375,4948
1376,8393
1377,5549
1378,6284
1379,7677
1380,7182
1381,5066
1382,8427
1383,4870
1384,408
1385,7108
1386,4927
1387,7687
1388,6193
1389,8587
1390,6695
1391,7558
1392,6974
1393,8047
1394,6469
1395,8797
1396,4778
1397,664
1398,6839
1399,574
1400,6563
1401,7570
1402,878
1403,7922
1404,5884
1405,5069
1406,739
1407,7175
1408,4825
1409,6956
1410,7622
1411,5009
1412,6257
1413,712
1414,5179
1415,1139
1416,7847
1417,6099
1418,4687
1419,5448
1420,6832
1421,5635
1422,8061
1423,7326
1424,4761
1425,7649
1426,7545
1427,5887
1428,7477
1429,7344
1430,7284
1431,4943
1432,6254
1433,921
1434,4895
1435,8310
1436,5653
1437,8431
1438,6393
1439,8634
1440,4730
1441,5066
1442,8084
1443,8705
1444,5914
1445,7279
1446,6604
1447,3100
1448,5809
1449,312
1450,883
1451,4879
1452,970
1453,7835
1454,7915
1455,5731
1456,8801
1457,7965
1458,4639
1459,6914
1460,5161
1461,590
1462,4452
1463,547
1464,7483
1465,4900
1466,8023
1467,6586
1468,1935
1469,7252
1470,6289
1471,4991
1472,6971
1473,6825
1474,6375
1475,7209
1476,5147
1477,6942
1478,7465
1479,4873
1480,1382
1481,6601
1482,851
1483,5980
1484,6085
1485,5174
1486,526
1487,5023
1488,7928
1489,6231
1490,1395
1491,6696
1492,7348
1493,1219
1494,5861
1495,8292
1496,6101
1497,4713
1498,5039
1499,733
1500,5587
1501,7682
1502,5544
1503,7552
1504,5359
1505,6005
1506,7113
1507,6750
1508,8417
1509,685
1510,5715
1511,7940
1512,835
1513,5222
1514,6978
1515,8671
1516,8575
1517,5622
1518,8301
1519,6471
1520,5345
1521,5749
1522,1277
1523,8087
1524,6119
1525,5517
1526,8679
1527,8057
1528,8052
1529,5722
1530,4548
1531,360
1532,6327
1533,7653
1534,974
1535,4596
1536,8250
1537,760
1538,7070
1539,5240
1540,5514
1541,1020
1542,7387
1543,7321
1544,5417
1545,6010
1546,5265
1547,5846
1548,6092
1549,7691
1550,5919
1551,6700
1552,621
1553,8358
1554,8566
1555,9167
1556,5610
1557,6882
1558,7470
1559,6818
1560,1233
1561,4734
1562,5114
1563,1269
1564,4682
1565,8285
1566,6743
1567,6841
1568,5453
1569,5018
1570,6023
1571,899
1572,7440
1573,8298
1574,6455
1575,7312
1576,7188
1577,6745
1578,4666
1579,638
1580,6627
1581,7766
1582,8362
1583,7066
1584,8217
1585,5761
1586,5823
1587,6489
1588,8304
1589,669
1590,5083
1591,5373
1592,4500
1593,808
1594,8205
1595,5957
1596,4852
1597,5729
1598,1336
1599,803
1600,7931
1601,7714
1602,5352
1603,7718
1604,594
1605,6216
1606,5535
1607,6350
1608,7191
1609,7100
1610,7853
1611,7417
1612,7307
1613,6380
1614,8457
1615,7810
1616,0
1617,1021
1618,787
1619,7492
1620,8196
1621,8422
1622,5439
1623,4804
1624,4975
1625,5361
1626,8223
1627,8019
1628,8180
1629,8335
1630,7122
1631,7992
1632,7561
1633,7921
1634,5379
1635,926
1636,947
1637,5491
1638,8389
1639,5476
1640,5186
1641,451
1642,7721
1643,1717
1644,1912
1645,1151
1646,1508
1647,8408
1648,6104
1649,8213
1650,8434
1651,7440
1652,7294
1653,7952
1654,1859
1655,7752
1656,6662
1657,8091
1658,6061
1659,1626
1660,5739
1661,1385
1662,1524
1663,7539
1664,1599
1665,8279
1666,6218
1667,2058
1668,1722
1669,6570
1670,8309
1671,9636
1672,8692
1673,9124
1674,9270
1675,6474
1676,7534
1677,1760
1678,5648
1679,8400
1680,5734
1681,1572
1682,8530
1683,8418
1684,6256
1685,8397
1686,8770
1687,5291
1688,8064
1689,7680
1690,7219
1691,1690
1692,6940
1693,9158
1694,8014
1695,7535
1696,9266
1697,8461
1698,8583
1699,9640
1700,7165
1701,8226
1702,8896
1703,7301
1704,9174
1705,8151
1706,1365
1707,5782
1708,1674
1709,6079
1710,8165
1711,7816
1712,6924
1713,7308
1714,8858
1715,8492
1716,8122
1717,1338
1718,6449
1719,9044
1720,9137
1721,9062
1722,5691
1723,7327
1724,8923
1725,6000
1726,6647
1727,6849
1728,6383
1729,7589
1730,5878
1731,9256
1732,8788
1733,9028
1734,1738
1735,7032
1736,7939
1737,1551
1738,9405
1739,8674
1740,9201
1741,9035
1742,6425
1743,7810
1744,7226
1745,5569
1746,6013
1747,2108
1748,9232
1749,9510
1750,7070
1751,5814
1752,5387
1753,8553
1754,8760
1755,5908
1756,5600
1757,2175
1758,9019
1759,7093
1760,1199
1761,6200
1762,9518
1763,8160
1764,8322
1765,1578
1766,9140
1767,8556
1768,7678
1769,8926
1770,8384
1771,6353
1772,2221
1773,8030
1774,10005
1775,7402
1776,6861
1777,8488
1778,8953
1779,9089
1780,5718
1781,6931
1782,6184
1783,5862
1784,7905
1785,6938
1786,6315
1787,5922
1788,7813
1789,5552
1790,9398
1791,5478
1792,7664
1793,3939
1794,7310
1795,1647
1796,6844
1797,7232
1798,5905
1799,1412
1800,8754
1801,7934
1802,7843
1803,5922
1804,6726
1805,6600
1806,5616
1807,8658
1808,6753
1809,5766
1810,7909
1811,2774
1812,7055
1813,7096
1814,8804
1815,8649
1816,9197
1817,5952
1818,8027
1819,9228
1820,8256
1821,9888
1822,6700
1823,6278
1824,1290
1825,7214
1826,5848
1827,6819
1828,8831
1829,5339
1830,9323
1831,8186
1832,6492
1833,8048
1834,6461
1835,9148
1836,9473
1837,6109
1838,1247
1839,1860
1840,5430
1841,5525
1842,5435
1843,6121
1844,7466
1845,8778
1846,1460
1847,1813
1848,6795
1849,6330
1850,5664
1851,2072
1852,5709
1853,5712
1854,7443
1855,6685
1856,5830
1857,8288
1858,8886
1859,1433
1860,7657
1861,8767
1862,2233
1863,6292
1864,6356
1865,5521
1866,5986
1867,9296
1868,6191
1869,5505
1870,6373
1871,9414
1872,5787
1873,6561
1874,5643
1875,7425
1876,2116
1877,6554
1878,1503
1879,7795
1880,1978
1881,7781
1882,8304
1883,7584
1884,7582
1885,8605
1886,7671
1887,1429
1888,5857
1889,8900
1890,7231
1891,7918
1892,8516
1893,9143
1894,6568
1895,3399
1896,5573
1897,8862
1898,6287
1899,8526
1900,1642
1901,8183
1902,9544
1903,8146
1904,6957
1905,5905
1906,7189
1907,6198
1908,1476
1909,1295
1910,6723
1911,6587
1912,6491
1913,1786
1914,1765
1915,6862
1916,1007
1917,5120
1918,5195
1919,7360
1920,7697
1921,6986
1922,5876
1923,7356
1924,8313
1925,7129
1926,8870
1927,6990
1928,5861
1929,6408
1930,9435
1931,7730
1932,8072
1933,8062
1934,6146
1935,7327
1936,8743
1937,1268
1938,8076
1939,7226
1940,8591
1941,6134
1942,7825
1943,9186
1944,6270
1945,8432
1946,7560
1947,8103
1948,6778
1949,1050
1950,5451
1951,5394
1952,8779
1953,6008
1954,6777
1955,7930
1956,1236
1957,793
1958,975
1959,7711
1960,836
1961,7082
1962,6856
1963,8034
1964,7131
1965,5211
1966,6971
1967,698
1968,7760
1969,8334
1970,5738
1971,1663
1972,5360
1973,5608
1974,9019
1975,6231
1976,932
1977,5067
1978,5499
1979,1098
1980,1405
1981,6874
1982,7637
1983,1055
1984,5454
1985,8944
1986,5163
1987,7611
1988,911
1989,4981
1990,6478
1991,8205
1992,5333
1993,7964
1994,6765
1995,7224
1996,841
1997,1189
1998,5312
1999,6949
2000,6847
2001,7946
2002,5286
2003,7706
2004,5099
2005,8306
2006,1721
2007,4933
2008,8608
2009,8130
2010,7217
2011,5469
2012,6579
2013,5824
2014,1768
2015,8300
2016,5115
2017,6761
2018,1655
2019,8221
2020,7868
2021,8816
2022,8774
2023,8195
2024,6408
2025,9065
2026,6712
2027,2321
2028,3486
2029,1220
2030,2945
2031,1119
2032,8238
2033,5424
2034,7577
2035,5995
2036,5329
2037,5920
2038,6854
2039,8704
2040,8843
2041,7499
2042,8812
2043,8442
2044,7363
2045,6616
2046,6300
2047,5238
2048,1359
2049,7594
2050,6643
2051,8007
2052,1459
2053,5376
2054,7455
2055,5833
2056,8151
2057,6395
2058,9056
2059,1172
2060,1604
2061,8565
2062,7486
2063,7013
2064,7465
2065,5147
2066,8325
2067,8404
2068,7955
2069,5469
2070,5547
2071,7851
2072,5744
2073,5051
2074,7299
2075,5655
2076,8686
2077,4976
2078,980
2079,1263
2080,9182
2081,1193
2082,7981
2083,959
2084,1125
2085,8351
2086,5746
2087,5560
2088,7341
2089,8377
2090,1332
2091,5259
2092,6116
2093,6246
2094,6114
2095,1307
2096,7135
2097,7733
2098,5408
2099,745
2100,1525
2101,5900
2102,8470
2103,6100
2104,7693
2105,7210
2106,6209
2107,5764
2108,6484
2109,5072
2110,5533
2111,5255
2112,5730
2113,6038
2114,8500
2115,5930
2116,6486
2117,8575
2118,8582
2119,8670
2120,8690
2121,5451
2122,8635
2123,9552
2124,7390
2125,8039
2126,8747
2127,6038
2128,7573
2129,8952
2130,6021
2131,5024
2132,8409
2133,5265
2134,6773
2135,4838
2136,5651
2137,1780
2138,6194
2139,5281
2140,8100
2141,7943
2142,8473
2143,7481
2144,8961
2145,5903
2146,1311
2147,6342
2148,5803
2149,7085
2150,5839
2151,7802
2152,1071
2153,5972
2154,7267
2155,7203
2156,884
2157,5668
2158,1023
2159,1146
2160,7856
2161,1284
2162,6391
2163,4885
2164,5190
2165,7669
2166,1407
2167,6365
2168,8721
2169,6273
2170,1619
2171,8316
2172,8695
2173,7772
2174,9091
2175,6108
2176,6735
2177,6470
2178,5625
2179,8446
2180,7452
2181,6640
2182,6504
2183,8802
2184,7835
2185,5403
2186,8683
2187,6840
2188,6601
2189,7567
2190,6409
2191,4805
2192,5105
2193,4106
2194,4944
2195,7011
2196,5828
2197,360
2198,5997
2199,6827
2200,6274
2201,6149
2202,5476
2203,4101
2204,4074
2205,3813
2206,0
2207,4031
2208,6500
2209,316
2210,5901
2211,0
2212,4010
2213,7140
2214,7500
2215,4257
2216,4522
2217,4122
2218,5340
2219,6849
2220,6705
2221,6628
2222,3861
2223,0
2224,6902
2225,0
2226,5202
2227,7402
2228,6196
2229,0
2230,4092
2231,7333
2232,7472
2233,5184
2234,7476
2235,0
2236,5646
2237,419
2238,6431
2239,7197
2240,0
2241,7393
2242,0
2243,3983
2244,6801
2245,7642
2246,6736
2247,4026
2248,30
2249,7279
2250,3583
2251,6258
2252,4166
2253,4149
2254,465
2255,6335
2256,7658
2257,5924
2258,0
2259,5063
2260,0
2261,5470
2262,6039
2263,4574
2264,4058
2265,0
2266,0
2267,4597
2268,7014
2269,5572
2270,4536
2271,4844
2272,6395
2273,6178
2274,7368
2275,3796
2276,7418
2277,5552
2278,4705
2279,0
2280,6653
2281,5175
2282,6271
2283,4600
2284,7441
2285,6532
2286,0
2287,7754
2288,6770
2289,3935
2290,4798
2291,4435
2292,0
2293,4736
2294,4428
2295,7144
2296,4462
2297,0
2298,6162
2299,4500
2300,3765
2301,5779
2302,4967
2303,6936
2304,5314
2305,4244
2306,5915
2307,4442
2308,103
2309,6760
2310,156
2311,0
2312,3749
2313,4
2314,8132
2315,5410
2316,6427
2317,5833
2318,7102
2319,4230
2320,6553
2321,5088
2322,0
2323,7384
2324,2183
2325,6548
2326,57
2327,7649
2328,0
2329,6183
2330,0
2331,4718
2332,4906
2333,5826
2334,5299
2335,7514
2336,5908
2337,3962
2338,0
2339,4323
2340,7167
2341,6025
2342,7884
2343,3887
2344,6404
2345,7387
2346,4618
2347,6644
2348,7048
2349,7023
2350,1018
2351,0
2352,5106
2353,5783
2354,5463
2355,5040
2356,0
2357,3679
2358,4929
2359,7170
2360,6153
2361,3844
2362,5538
2363,4970
2364,7445
2365,3956
2366,4559
2367,4305
2368,4197
2369,6523
2370,4444
2371,4627
2372,7288
2373,5182
2374,4348
2375,0
2376,6774
2377,7540
2378,7263
2379,0
2380,6998
2381,3631
2382,4892
2383,5337
2384,4149
2385,5554
2386,9
2387,4353
2388,478
2389,8250
2390,4832
2391,5669
2392,7788
2393,3817
2394,4365
2395,5458
2396,7306
2397,3722
2398,7106
2399,3953
2400,3535
2401,6641
2402,7717
2403,5965
2404,3892
2405,7510
2406,6732
2407,4152
2408,0
2409,5093
2410,4812
2411,6470
2412,4166
2413,0
2414,5545
2415,3908
2416,4531
2417,4814
2418,4670
2419,6061
2420,6308
2421,104
2422,6087
2423,6662
2424,5168
2425,7130
2426,7381
2427,6918
2428,6678
2429,4693
2430,6797
2431,3770
2432,5687
2433,3978
2434,5684
2435,7762
2436,7272
2437,352
2438,6457
2439,6566
2440,6292
2441,222
2442,302
2443,3674
2444,6054
2445,4997
2446,6367
2447,5922
2448,6057
2449,7032
2450,7880
2451,5475
2452,6390
2453,1643
2454,4735
2455,0
2456,7004
2457,5433
2458,5710
2459,5276
2460,6893
2461,7075
2462,5393
2463,6214
2464,6902
2465,6026
2466,6121
2467,903
2468,428
2469,8077
2470,5511
2471,7642
2472,5656
2473,5260
2474,7143
2475,6934
2476,8318
2477,1290
2478,7738
2479,594
2480,8505
2481,7702
2482,898
2483,5132
2484,9187
2485,780
2486,6030
2487,567
2488,6408
2489,1040
2490,7513
2491,7941
2492,855
2493,4659
2494,4890
2495,7211
2496,9070
2497,7951
2498,6621
2499,1239
2500,6119
2501,946
2502,8817
2503,6976
2504,690
2505,7341
2506,8691
2507,7346
2508,4995
2509,6720
2510,7332
2511,7883
2512,7368
2513,5496
2514,615
2515,7960
2516,8325
2517,4702
2518,7133
2519,7304
2520,4616
2521,5365
2522,4986
2523,7490
2524,8243
2525,5182
2526,1356
2527,7735
2528,7948
2529,5781
2530,8414
2531,4916
2532,6412
2533,8682
2534,4686
2535,6396
2536,546
2537,8596
2538,6612
